task_id,occupation,berufenet_id,sector,label_5cat,task_text_en,task_text_de,skill_1_id,skill_1_en,skill_1_de,skill_1_rel,skill_2_id,skill_2_en,skill_2_de,skill_2_rel,skill_3_id,skill_3_en,skill_3_de,skill_3_rel,n_skills
BN_5278,Advertising Manager,27386.0,marketing,stays_with_you,Take on leadership tasks.,Führungsaufgaben übernehmen.,SK-SOC-005,Team Leadership,Teamführung,0.95,SK-SOC-013,Supervision & Performance Management,Aufsicht und Leistungsmanagement,0.75,,,,,2
BN_5279,Advertising Manager,27386.0,marketing,ai_assisted,Provide necessary resources like staff and materials.,Notwendige Ressourcen wie Personal und Material bereitstellen.,SK-COG-012,Resource Management,Ressourcenmanagement,0.95,SK-SOC-017,Recruitment & Talent Management,Personalgewinnung und Talentmanagement,0.8,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_5280,Advertising Manager,27386.0,marketing,stays_with_you,Lead employees in the advertising department.,Mitarbeiter im Bereich Werbung leiten.,SK-SOC-005,Team Leadership,Teamführung,0.95,SK-SOC-013,Supervision & Performance Management,Aufsicht und Leistungsmanagement,0.8,SK-SOC-021,Coordinating Across Teams,Teamübergreifend koordinieren,0.75,3
BN_5281,Advertising Manager,27386.0,marketing,ai_assisted,Ensure compliance with the framework conditions and make adjustments if necessary.,Die Einhaltung der Rahmenbedingungen sicherstellen und bei Bedarf Anpassungen vornehmen.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-COG-018,Change Management,Veränderungsmanagement,0.75,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.7,3
BN_5282,Copywriter,7026.0,other,ai_assisted,"Collect information about products, target groups, companies, and competitors.","Informationen über Produkte, Zielgruppen, Unternehmen und Konkurrenz sammeln.",SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-014,Information Management,Informationsmanagement,0.8,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.7,3
BN_5283,Copywriter,7026.0,other,ai_assisted,"Set marketing and graphic advertising concepts and goals, and develop overall concepts for text and image.",Mit Marketing und Grafik Werbekonzepte und Ziele festlegen und Gesamtkonzepte für Text und Bild entwickeln.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,3
BN_5284,Copywriter,7026.0,other,ai_assisted,Help develop sales promotion concepts and advertising strategies.,Verkaufsförderungskonzepte und Werbestrategien mitentwickeln.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.8,SK-COG-005,Creative Thinking,Kreatives Denken,0.75,3
BN_5285,Copywriter,7026.0,other,ai_assisted,Analyze and optimize websites.,Webseiten analysieren und optimieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-DIG-018,E-Commerce & Digital Marketing,E-Commerce und digitales Marketing,0.85,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,3
BN_5286,Copywriter,7026.0,other,ai_assisted,Write advertising texts for different media.,Werbetexte für verschiedene Medien schreiben.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.8,SK-DIG-008,Digital Content Creation,Digitale Inhaltserstellung,0.75,3
BN_5287,Copywriter,7026.0,other,ai_assisted,"Write slogans, catalog texts, user manuals, and mailings to attract attention.","Slogans, Katalogtexte, Gebrauchsanweisungen und Mailings schreiben, um Aufmerksamkeit zu erregen.",SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,3
BN_5288,Copywriter,7026.0,other,ai_assisted,Use keywords to create high recognition value.,"Schlagwörter verwenden, um einen hohen Wiedererkennungswert zu schaffen.",SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.75,,,,,2
BN_5289,Copywriter,7026.0,other,stays_with_you,Write advertising letters and flyers and include elements that encourage customer responses.,"Werbebriefe und Flyer schreiben und Elemente einfügen, die Kundenreaktionen fördern.",SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.85,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.75,3
BN_5290,Copywriter,7026.0,other,stays_with_you,Present advertising texts to the customers.,Werbetexte den Kunden vorstellen.,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.85,SK-SOC-009,Customer Service,Kundenbetreuung,0.75,3
BN_5291,Copywriter,7026.0,other,ai_assisted,Use corporate wording concepts to strengthen the company image.,"Corporate-Wording-Konzepte nutzen, um das Unternehmensimage zu stärken.",SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-COG-005,Creative Thinking,Kreatives Denken,0.75,3
BN_5292,Copywriter,7026.0,other,ai_assisted,Develop text modules for business correspondence to communicate consistently.,"Textbausteine für die Geschäftskorrespondenz entwickeln, um einheitlich zu kommunizieren.",SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,,,,,,,,,1
BN_5293,Copywriter,7026.0,other,stays_with_you,Strengthen customer loyalty through word choice and style.,Durch Wortwahl und Stil die Kundenbindung stärken.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.8,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.7,3
BN_5294,Securities Analyst,6779.0,other,ai_assisted,Observe and analyze securities markets in Germany and worldwide.,Wertpapiermärkte in Deutschland und weltweit beobachten und analysieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-007,Financial Analysis,Finanzanalyse,0.85,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.8,3
BN_5295,Securities Analyst,6779.0,other,ai_assisted,Conduct research on industries and companies.,Recherchen zu Branchen und Unternehmen durchführen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.7,3
BN_5296,Securities Analyst,6779.0,other,ai_assisted,Evaluate economic and company data as well as reports.,Wirtschafts- und Unternehmensdaten sowie Berichte auswerten.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.95,SK-COG-007,Financial Analysis,Finanzanalyse,0.85,,,,,2
BN_5297,Securities Analyst,6779.0,other,ai_assisted,Assess economic trends in general and for specific industries.,Wirtschaftliche Trends allgemein und für bestimmte Branchen einschätzen.,SK-COG-007,Financial Analysis,Finanzanalyse,0.85,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,3
BN_5298,Securities Analyst,6779.0,other,ai_assisted,Maintain contact with executives and supervisory boards of publicly traded companies.,Kontakt zu Führungskräften und Aufsichtsräten von börsennotierten Unternehmen halten.,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.9,,,,,,,,,1
BN_5299,Securities Analyst,6779.0,other,ai_assisted,Develop investment proposals and strategies and provide recommendations for buying or selling.,Anlagevorschläge und Strategien entwickeln und Empfehlungen für Käufe oder Verkäufe geben.,SK-DOM-005,Financial Advisory,Finanzberatung,0.95,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.8,3
BN_5300,Securities Clerk,6793.0,other,sensitive,Process and record securities orders.,Wertpapieraufträge bearbeiten und eintragen.,SK-OPS-009,Financial Transactions & Accounting,Finanzgeschäfte und Buchhaltung,0.9,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,3
BN_5301,Securities Clerk,6793.0,other,automatable,"Accept, process, and pass on customer orders.","Kundenaufträge annehmen, bearbeiten und weitergeben.",SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,3
BN_5302,Securities Clerk,6793.0,other,sensitive,Handle correspondence regarding securities and accounts.,Schriftverkehr zu Wertpapieren und Depots bearbeiten.,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.8,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.75,3
BN_5303,Securities Clerk,6793.0,other,automatable,Create and save reports for customers.,Berichte für Kunden erstellen und speichern.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.8,SK-DIG-002,Data Management & Databases,Datenmanagement und Datenbanken,0.75,3
BN_5304,Securities Clerk,6793.0,other,automatable,Send reports to the financial supervisory authority.,Meldungen an die Finanzaufsicht senden.,SK-DOM-002,Regulatory Compliance,Regulatorische Compliance,0.9,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.85,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,3
BN_5305,Securities Clerk,6793.0,other,automatable,Collect and update customer data.,Kundendaten erfassen und aktualisieren.,SK-DIG-017,Data Entry & Digital Processing,Dateneingabe und digitale Verarbeitung,0.95,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,SK-COG-014,Information Management,Informationsmanagement,0.75,3
BN_5306,Securities Clerk,6793.0,other,ai_assisted,Answer inquiries from customers and brokers.,Anfragen von Kunden und Vermittlern beantworten.,SK-SOC-009,Customer Service,Kundenbetreuung,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,,,,,2
BN_5307,Securities Clerk,6793.0,other,automatable,Check and process complaints.,Reklamationen prüfen und bearbeiten.,SK-OPS-022,Customer Complaint Handling,Beschwerdemanagement,0.95,SK-COG-002,Problem Solving,Problemlösung,0.8,SK-SOC-009,Customer Service,Kundenbetreuung,0.7,3
BN_5308,Economic Chemist,59249.0,other,ai_assisted,Find ways to improve materials and chemical products.,Möglichkeiten zur Verbesserung von Materialien und chemischen Produkten finden.,SK-TEC-006,Materials & Manufacturing Processes,Werkstoffe und Fertigungsverfahren,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.8,3
BN_5309,Economic Chemist,59249.0,other,ai_assisted,Conduct market research and assess opportunities for new products.,Marktforschung durchführen und Chancen für neue Produkte bewerten.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,3
BN_5310,Economic Chemist,59249.0,other,stays_with_you,Acquire new customers and maintain existing customer relationships.,Neue Kunden gewinnen und bestehende Kundenbeziehungen pflegen.,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.95,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,3
BN_5311,Economic Chemist,59249.0,other,stays_with_you,Advise industrial customers and trade partners on chemical and economic issues.,Industriekunden und Handelspartner in chemischen und wirtschaftlichen Fragen beraten.,SK-SOC-009,Customer Service,Kundenbetreuung,0.9,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-COG-007,Financial Analysis,Finanzanalyse,0.75,3
BN_5312,Economic Chemist,59249.0,other,high_ai_potential,Check written work and conduct exams.,Schriftliche Arbeiten überprüfen und Prüfungen durchführen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.8,,,,,2
BN_5313,Economic Ethicist,59543.0,other,ai_assisted,Compare moral claims about economic actions with real effects like unemployment and environmental problems.,Vergleiche moralische Ansprüche an wirtschaftliches Handeln mit realen Auswirkungen wie Arbeitslosigkeit und Umweltproblemen.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.95,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.85,SK-OPS-011,Environmental Management,Umweltmanagement,0.75,3
BN_5314,Economic Ethicist,59543.0,other,ai_assisted,Engage with values and norms in business and their implementation.,Setze dich mit Werten und Normen in der Wirtschaft und deren Umsetzung auseinander.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.95,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.75,,,,,2
BN_5315,Economic Ethicist,59543.0,other,ai_assisted,Develop models for applying ethical principles in business.,Entwickle Modelle für die Anwendung ethischer Prinzipien in der Wirtschaft.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.9,SK-DIG-014,Data Privacy & Digital Ethics,Datenschutz und digitale Ethik,0.75,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.7,3
BN_5316,Economic Ethicist,59543.0,other,ai_assisted,Create verifiable standards for responsible economic actions.,Entwickle überprüfbare Standards für verantwortliches wirtschaftliches Handeln.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.9,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.85,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.75,3
BN_5317,Economic Ethicist,59543.0,other,ai_assisted,Formulate ethical values and codes of conduct for companies.,Formuliere ethische Werte und Verhaltenskodizes für Unternehmen.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.95,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.75,3
BN_5318,Economic Ethicist,59543.0,other,stays_with_you,Advise companies on ethical issues and support the implementation of values.,Berate Unternehmen in ethischen Fragen und unterstütze bei der Umsetzung von Werten.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.95,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.85,SK-COG-018,Change Management,Veränderungsmanagement,0.75,3
BN_5319,Economic Ethicist,59543.0,other,stays_with_you,Teach ethical values and codes of conduct in training programs.,Vermittle ethische Werte und Verhaltenskodizes in Trainingsprogrammen.,SK-SOC-018,Ethics & Professional Conduct,Ethik und professionelles Verhalten,0.95,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.9,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.75,3
BN_5320,Economic Ethicist,59543.0,other,stays_with_you,Encourage the exchange of experiences through workshops.,Fördere den Austausch von Erfahrungen durch Workshops.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.85,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.75,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.7,3
BN_5321,Economic Ethicist,59543.0,other,ai_assisted,Take on tasks in public relations.,Übernehme Aufgaben im Bereich Öffentlichkeitsarbeit.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.75,3
BN_5322,Economic Ethicist,59543.0,other,ai_assisted,Give expert talks and publish articles and books.,Halte Fachvorträge und veröffentliche Artikel und Bücher.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.9,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.9,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,3
BN_5323,Economic Ethicist,59543.0,other,ai_assisted,Participate in research projects.,Wirke an Forschungsprojekten mit.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.9,SK-OPS-007,Project Management,Projektmanagement,0.7,,,,,2
BN_5324,Economic Ethicist,59543.0,other,stays_with_you,Prepare and conduct lectures and seminars.,Bereite Vorlesungen und Seminare vor und halte sie ab.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-012,Public Speaking & Presenting,Vorträge und Präsentationen,0.85,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.8,3
BN_5325,Economic Ethicist,59543.0,other,ai_assisted,Write research reports.,Verfasse Forschungsberichte.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.9,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_5326,Economic Developer,34965.0,tech,ai_assisted,Do marketing for the location.,Marketing für den Standort machen.,SK-OPS-006,Marketing & Promotion,Marketing und Werbung,0.9,SK-DIG-018,E-Commerce & Digital Marketing,E-Commerce und digitales Marketing,0.7,,,,,2
BN_5327,Economic Developer,34965.0,tech,ai_assisted,Examine the current situation of the city or region.,Die aktuelle Situation der Stadt oder Region untersuchen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,SK-COG-001,Critical Thinking,Kritisches Denken,0.7,3
BN_5328,Economic Developer,34965.0,tech,ai_assisted,Create future forecasts and development opportunities.,Zukunftsprognosen und Entwicklungsmöglichkeiten erstellen.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.9,SK-COG-011,Business Analysis,Geschäftsanalyse,0.75,SK-COG-004,Decision Making,Entscheidungsfindung,0.7,3
BN_5329,Economic Developer,34965.0,tech,ai_assisted,Develop plans for various funding and developments.,Pläne für verschiedene Förderungen und Entwicklungen ausarbeiten.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-DOM-006,Policy & Regulation Development,Richtlinien- und Regelungsentwicklung,0.75,3
BN_5330,Economic Developer,34965.0,tech,stays_with_you,Build connections to important groups and investors.,Verbindungen zu wichtigen Gruppen und Investoren aufbauen.,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.9,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.75,,,,,2
BN_5331,Economic Developer,34965.0,tech,ai_assisted,Carry out funding programs.,Förderprogramme durchführen.,SK-OPS-012,Event & Program Management,Veranstaltungs- und Programmmanagement,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.8,SK-COG-013,Evaluating Processes & Systems,Prozesse und Systeme bewerten,0.75,3
BN_5332,Economic Developer,34965.0,tech,ai_assisted,Provide companies with information and support for funding programs.,Unternehmen Informationen und Unterstützung zu Förderprogrammen bieten.,SK-DOM-005,Financial Advisory,Finanzberatung,0.85,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.75,,,,,2
BN_5333,Economic Developer,34965.0,tech,ai_assisted,Explain the concerns of companies to authorities.,Die Anliegen der Unternehmen bei Behörden erklären.,SK-DOM-010,Public Administration,Öffentliche Verwaltung,0.85,SK-SOC-016,Persuasion & Influence,Überzeugen und Einfluss nehmen,0.8,SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.75,3
BN_5334,Economic Physicist,59543.0,other,ai_assisted,Use knowledge from physics in risk management.,Wissen aus der Physik im Risikomanagement nutzen.,SK-COG-010,Risk Assessment,Risikobewertung,0.9,SK-COG-004,Decision Making,Entscheidungsfindung,0.8,SK-COG-002,Problem Solving,Problemlösung,0.75,3
BN_5335,Economic Physicist,59543.0,other,ai_assisted,Analyze traffic flows and suggest improvements.,Verkehrsflüsse analysieren und Verbesserungen vorschlagen.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-002,Problem Solving,Problemlösung,0.85,SK-COG-001,Critical Thinking,Kritisches Denken,0.8,3
BN_5336,Economic Physicist,59543.0,other,ai_assisted,Examine and optimize information and data flows.,Informations- und Datenströme untersuchen und optimieren.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.9,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-014,Information Management,Informationsmanagement,0.8,3
BN_5337,Economic Physicist,59543.0,other,stays_with_you,"Apply theoretical methods in the lab, measure results, and test products.","Theoretische Verfahren im Labor anwenden, Ergebnisse messen und Produkte testen.",SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.95,SK-TEC-007,Measurement & Testing,Messen und Prüfen,0.9,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.7,3
BN_5338,Economic Physicist,59543.0,other,ai_assisted,Analyze and improve production with statistical models.,Die Produktion mit statistischen Modellen analysieren und verbessern.,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.95,SK-OPS-016,Production Planning,Produktionsplanung,0.75,SK-COG-011,Business Analysis,Geschäftsanalyse,0.7,3
BN_5339,Economic Physicist,59543.0,other,ai_assisted,Develop new software or adapt it to new products.,Neue Software entwickeln oder an neue Produkte anpassen.,SK-DIG-001,Software Development,Softwareentwicklung,0.95,SK-COG-002,Problem Solving,Problemlösung,0.75,,,,,2
BN_5340,Economic Physicist,59543.0,other,stays_with_you,Research market trends and advise customers.,Markttrends untersuchen und Kunden beraten.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-009,Strategic Thinking,Strategisches Denken,0.9,SK-SOC-009,Customer Service,Kundenbetreuung,0.85,3
BN_5341,Economic Physicist,59543.0,other,ai_assisted,Plan sales channels and open new markets.,Vertriebswege planen und neue Märkte erschließen.,SK-OPS-005,Sales & Business Development,Vertrieb und Geschäftsentwicklung,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.85,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.75,3
BN_5342,Economic Physicist,59543.0,other,high_ai_potential,Check written work and conduct exams.,Schriftliche Arbeiten überprüfen und Prüfungen durchführen.,SK-OPS-001,Quality Control & Inspection,Qualitätskontrolle und Inspektion,0.9,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.85,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.75,3
BN_5343,Research Associate,9272.0,other,ai_assisted,Take on teaching tasks.,Lehraufgaben übernehmen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.75,,,,,2
BN_5344,Research Associate,9272.0,other,stays_with_you,"Plan, prepare, and conduct courses.","Lehrveranstaltungen planen, vorbereiten und durchführen.",SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-DOM-008,Education Program Design,Bildungsprogramm-Gestaltung,0.75,3
BN_5345,Research Associate,9272.0,other,stays_with_you,Advise and support students.,Studierende beraten und betreuen.,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,SK-SOC-009,Customer Service,Kundenbetreuung,0.75,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.7,3
BN_5346,Research Associate,9272.0,other,ai_assisted,Impart knowledge and practical skills.,Wissen und praktische Fähigkeiten vermitteln.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-001,Verbal Communication,Mündliche Kommunikation,0.75,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.7,3
BN_5347,Research Associate,9272.0,other,ai_assisted,Explain scientific methods.,Wissenschaftliche Methoden erklären.,SK-TEC-004,Lab & Research Methods,Labor- und Forschungsmethoden,0.85,SK-COG-008,Research & Analysis,Recherche und Analyse,0.75,SK-COG-001,Critical Thinking,Kritisches Denken,0.7,3
BN_5348,Research Associate,9272.0,other,ai_assisted,take on research tasks.,Forschungsaufgaben übernehmen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-COG-006,Data Analysis & Interpretation,Datenanalyse und -auswertung,0.75,,,,,2
BN_5349,Research Associate,9272.0,other,stays_with_you,Plan and conduct research projects.,Forschungsprojekte planen und durchführen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.9,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.85,SK-OPS-007,Project Management,Projektmanagement,0.8,3
BN_5350,Research Associate,9272.0,other,high_ai_potential,Publish research results.,Forschungsergebnisse veröffentlichen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,SK-COG-021,Accuracy & Thoroughness,Sorgfalt und Genauigkeit,0.75,3
BN_5351,Research Associate,9272.0,other,ai_assisted,Take on administrative tasks.,Verwaltungsaufgaben übernehmen.,SK-OPS-008,Administrative Support,Verwaltung und Büroorganisation,0.95,SK-OPS-010,Record Keeping & Documentation,Aktenführung und Dokumentation,0.75,,,,,2
BN_5352,Research Associate,9272.0,other,ai_assisted,Develop concepts for research projects.,Konzepte entwickeln.,SK-COG-005,Creative Thinking,Kreatives Denken,0.9,SK-COG-009,Strategic Thinking,Strategisches Denken,0.75,,,,,2
BN_5353,Research Associate,9272.0,other,stays_with_you,Advise and train employees.,Mitarbeiterinnen und Mitarbeiter beraten und schulen.,SK-SOC-008,Teaching & Training,Lehren und Ausbilden,0.95,SK-SOC-010,Counseling & Guidance,Beratung und Begleitung,0.9,,,,,2
BN_5354,Research Associate,9272.0,other,ai_assisted,Support judges with legal research.,Richterinnen und Richter unterstützen.,SK-COG-008,Research & Analysis,Recherche und Analyse,0.95,SK-DOM-001,Legal Knowledge & Application,Rechtskenntnisse und -anwendung,0.9,SK-DIG-013,AI-Assisted Decision Making,KI-gestützte Entscheidungsfindung,0.7,3
BN_5355,Research Associate,9272.0,other,automatable,Create reports on research outcomes.,Berichte erstellen.,SK-SOC-002,Writing & Reporting,Schreiben und Berichten,0.95,SK-COG-008,Research & Analysis,Recherche und Analyse,0.85,,,,,2
BN_5356,Knowledge Manager,137122.0,other,ai_assisted,promote the exchange of knowledge between employees to build a network.,"den Austausch von Wissen zwischen den Mitarbeitern fördern, um ein Netzwerk aufzubauen.",SK-SOC-011,Stakeholder Management,Stakeholder-Management,0.85,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.8,SK-SOC-006,Teamwork & Collaboration,Teamarbeit und Zusammenarbeit,0.75,3
BN_5357,Knowledge Manager,137122.0,other,ai_assisted,develop a comprehensive knowledge strategy with management.,mit der Führung eine umfassende Wissensstrategie entwickeln.,SK-COG-009,Strategic Thinking,Strategisches Denken,0.95,SK-COG-003,Planning & Organizing,Planen und Organisieren,0.7,,,,,2
BN_5358,Knowledge Manager,137122.0,other,ai_assisted,Observe workflows and identify information needs.,Arbeitsabläufe beobachten und den Informationsbedarf erkennen.,SK-COG-011,Business Analysis,Geschäftsanalyse,0.9,SK-OPS-020,Monitoring & Surveillance,Überwachung und Kontrolle,0.75,SK-COG-014,Information Management,Informationsmanagement,0.7,3
BN_5359,Knowledge Manager,137122.0,other,stays_with_you,"encourage employees to learn, expand, and share knowledge on their own.","Mitarbeiter ermutigen, Wissen selbst zu lernen, zu erweitern und zu teilen.",SK-COG-015,Continuous Learning,Kontinuierliches Lernen,0.9,SK-SOC-007,Coaching & Mentoring,Coaching und Mentoring,0.8,SK-COG-019,Taking Initiative,Eigeninitiative zeigen,0.75,3
