job_code,job_title,job_title_en,category_code,sector_code,sector_name,adjustment_type,onet_source,reliability,total,human_centric_pct,ai_assisted_pct,agentic_potential_pct,high_automation_pct,mixed_pct,dominant_category,adjustment_applied
83112-110,Sozialpädagogische/r Assistent/in / Kinderpfleger/in,Social Pedagogical Assistant / Child Care Worker,83112,8,Health & Education,none,,HIGH,11.0,81.8,9.1,0.0,0.0,9.1,Human-Centric,none
83123-107,Sozialsekretär/in,Social Secretary,83123,8,Health & Education,none,,HIGH,14.0,78.6,7.1,7.1,0.0,7.1,Human-Centric,none
83154-109,Sozialtherapeut/in,Social Therapist,83154,8,Health & Education,none,,HIGH,12.0,91.7,0.0,8.3,0.0,0.0,Human-Centric,none
81723-102,Spieltherapeut/in,Play Therapist,81723,8,Health & Education,none,,HIGH,17.0,88.2,11.8,0.0,0.0,0.0,Human-Centric,none
81484-108,Sportarzt/-ärztin,Sports Medicine Physician,81484,8,Health & Education,onet_social_added,DEFAULT,ADJUSTED_ONET,1.0,28.0,72.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
84503-100,Sportlehrer/in,Sports Teacher,84503,8,Health & Education,none,,HIGH,6.0,66.7,16.7,16.7,0.0,0.0,Human-Centric,none
83133-106,Sportlehrer/in - Rehabilitation/Behindertensport,Sports Teacher - Rehabilitation/Disability Sports,83133,8,Health & Education,none,,HIGH,14.0,92.9,0.0,0.0,0.0,7.1,Human-Centric,none
81614-111,Sportpsychologe/-psychologin,Sports Psychologist,81614,8,Health & Education,none,,HIGH,13.0,15.4,69.2,0.0,0.0,15.4,AI-Assisted,none
84504-106,Sportpädagoge/-pädagogin,Sports Pedagogue,84504,8,Health & Education,none,,HIGH,16.0,62.5,31.2,6.2,0.0,0.0,Human-Centric,none
84583-131,Sporttauchlehrer/in,Scuba Diving Instructor,84583,8,Health & Education,none,,HIGH,8.0,75.0,0.0,0.0,0.0,25.0,Human-Centric,none
81783-106,Sporttherapeut/in,Sports Therapist,81783,8,Health & Education,none,,HIGH,9.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
84504-105,Sportwissenschaftler/in,Sports Scientist,84504,8,Health & Education,none,,HIGH,16.0,62.5,31.2,6.2,0.0,0.0,Human-Centric,none
81733-102,Sprachtherapeut/in,Speech Therapist,81733,8,Health & Education,none,,HIGH,14.0,78.6,7.1,0.0,0.0,14.3,Human-Centric,none
81734-109,Sprechwissenschaftler/in,Speech Scientist,81734,8,Health & Education,none,,HIGH,9.0,77.8,11.1,0.0,0.0,11.1,Human-Centric,none
81484-109,Stationsarzt/-ärztin,Ward Doctor,81484,8,Health & Education,onet_social_added,Registered Nurses,ADJUSTED_ONET,1.0,26.1,73.9,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
81393-100,Stationsleiter/in - Kranken-/Alten-/Kinderkrankenpflege,Ward Manager - Nursing/Geriatric/Pediatric Nursing,81393,8,Health & Education,none,,HIGH,10.0,50.0,40.0,0.0,0.0,10.0,Human-Centric,none
81182-102,Sterilisationsassistent/in,Sterilization Assistant,81182,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,5.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81383-100,Stomatherapeut/in,Stoma Therapist,81383,8,Health & Education,none,,HIGH,8.0,87.5,12.5,0.0,0.0,0.0,Human-Centric,none
83124-106,Streetworker/in,Streetworker,83124,8,Health & Education,none,,HIGH,18.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
83154-101,"Sucht-, Drogenberater/in",Addiction/Drug Counselor,83154,8,Health & Education,none,,HIGH,12.0,91.7,0.0,8.3,0.0,0.0,Human-Centric,none
81624-103,Suchtpsychologe/-psychologin,Addiction Psychologist,81624,8,Health & Education,none,,HIGH,14.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
81634-102,Supervisor/in (Psychotherapie),Supervisor (Psychotherapy),81634,8,Health & Education,none,,HIGH,11.0,72.7,18.2,0.0,0.0,9.1,Human-Centric,none
84583-133,Surflehrer/in,Surf Instructor,84583,8,Health & Education,none,,HIGH,8.0,75.0,0.0,0.0,0.0,25.0,Human-Centric,none
84553-111,Tai-Chi-Chuan- und Qigong-Lehrer/in,Tai Chi and Qigong Instructor,84553,8,Health & Education,none,,HIGH,7.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
81783-100,Tanz- und Bewegungstherapeut/in,Dance and Movement Therapist,81783,8,Health & Education,none,,HIGH,9.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
84533-107,Tanzlehrer/in,Dance Teacher,84533,8,Health & Education,none,,HIGH,9.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
84533-100,Tanzpädagoge/-pädagogin,Dance Educator,84533,8,Health & Education,none,,HIGH,9.0,88.9,11.1,0.0,0.0,0.0,Human-Centric,none
82502-100,Techn. Assistent/in - medizinische Gerätetechnik,Technical Assistant - Medical Equipment Technology,82502,8,Health & Education,none,,HIGH,7.0,85.7,0.0,0.0,14.3,0.0,Human-Centric,none
83213-108,Techniker/in - Ernährungs- und Versorgungsmanagement,Technician - Nutrition and Supply Management,83213,8,Health & Education,none,,HIGH,12.0,91.7,0.0,8.3,0.0,0.0,Human-Centric,none
81223-100,Techniker/in - Kardiotechnik,Technician - Cardiac Technology,81223,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,4.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82503-102,Techniker/in - Medizintechnik,Technician - Medical Technology,82503,8,Health & Education,none,,HIGH,9.0,55.6,33.3,11.1,0.0,0.0,Human-Centric,none
84543-108,Tennislehrer/in,Tennis Instructor,84543,8,Health & Education,none,,HIGH,7.0,57.1,14.3,14.3,0.0,14.3,Human-Centric,none
84434-104,Theaterpädagoge/-pädagogin,Theater Educator,84434,8,Health & Education,none,,HIGH,13.0,76.9,0.0,0.0,0.0,23.1,Human-Centric,none
83314-115,Theologe/Theologin - Freikirchen,Theologian - Free Churches,83314,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,0.0,10.0,Human-Centric,none
83314-110,Theologe/Theologin - evangelisch,Theologian - Protestant,83314,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,0.0,10.0,Human-Centric,none
83314-114,Theologe/Theologin - islamisch,Theologian - Islamic,83314,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,0.0,10.0,Human-Centric,none
83314-111,Theologe/Theologin - katholisch,Theologian - Catholic,83314,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,0.0,10.0,Human-Centric,none
83314-112,Theologe/Theologin - orthodox,Theologian - Orthodox,83314,8,Health & Education,none,,HIGH,10.0,90.0,0.0,0.0,0.0,10.0,Human-Centric,none
81514-100,Tierarzt/-ärztin - Groß- und Nutztiere,Veterinarian - Large and Livestock Animals,81514,8,Health & Education,none,,HIGH,10.0,90.0,10.0,0.0,0.0,0.0,Human-Centric,none
81524-100,Tierarzt/-ärztin - Haus- und Heimtiere,Veterinarian - Domestic and Pet Animals,81524,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,5.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81504-102,Tierarzt/Tierärztin,Veterinarian,81504,8,Health & Education,none,,HIGH,15.0,73.3,13.3,0.0,6.7,6.7,Human-Centric,none
81142-105,Tierarzthelfer/in,Veterinary Assistant,81142,8,Health & Education,none,,HIGH,6.0,66.7,0.0,33.3,0.0,0.0,Human-Centric,none
81532-100,Tierheilpraktiker/in,Animal Naturopath,81532,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,11.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81142-109,Tiermedizinische/r Fachangestellte/r,Veterinary Medical Assistant,81142,8,Health & Education,none,,HIGH,6.0,66.7,0.0,33.3,0.0,0.0,Human-Centric,none
81584-100,Tierpsychologe/-psychologin,Animal Psychologist,81584,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,5.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82332-100,Tätowierer/in,Tattoo Artist,82332,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,6.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
84213-102,Unterrichtsentbindungspfleger/Unterrichtshebamme,Teaching Midwife,84213,8,Health & Education,none,,HIGH,13.0,61.5,23.1,0.0,0.0,15.4,Human-Centric,none
84213-103,Unterrichtspfleger/-schwester,Teaching Nurse,84213,8,Health & Education,none,,HIGH,13.0,61.5,23.1,0.0,0.0,15.4,Human-Centric,none
83223-100,Verbraucherberater/in,Consumer Advisor,83223,8,Health & Education,none,,HIGH,11.0,63.6,18.2,9.1,0.0,9.1,Human-Centric,none
81634-109,Verhaltenstherapeut/in,Behavioral Therapist,81634,8,Health & Education,none,,HIGH,11.0,72.7,18.2,0.0,0.0,9.1,Human-Centric,none
84404-105,"Verhaltenstrainer/in, Kommunikationstrainer/in",Behavioral Trainer/Communication Trainer,84404,8,Health & Education,none,,HIGH,10.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
84484-120,Verkaufstrainer/in,Sales Trainer,84484,8,Health & Education,none,,HIGH,7.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
81614-102,Verkehrspsychologe/-psychologin,Traffic Psychologist,81614,8,Health & Education,none,,HIGH,13.0,15.4,69.2,0.0,0.0,15.4,AI-Assisted,none
81764-100,Verpflegungsmanager/in (Diätküchenleiter/in),Food Service Manager (Dietary Kitchen Manager),81764,8,Health & Education,none,,HIGH,10.0,70.0,20.0,0.0,0.0,10.0,Human-Centric,none
81242-101,Veterinärmedizinisch-technische/r Assistent/in,Veterinary Medical Technical Assistant,81242,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81243-103,Veterinärtechniker/in,Veterinary Technician,81243,8,Health & Education,none,,HIGH,9.0,77.8,11.1,0.0,11.1,0.0,Human-Centric,none
82322-102,Visagist/in,Makeup Artist,82322,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81713-105,Vojta-Therapeut/in,Vojta Therapist,81713,8,Health & Education,none,,HIGH,14.0,85.7,7.1,7.1,0.0,0.0,Human-Centric,none
81394-136,Wachleiter/in - Rettungsdienst,Shift Leader - Emergency Medical Services,81394,8,Health & Education,none,,HIGH,11.0,45.5,36.4,9.1,0.0,9.1,Human-Centric,none
84583-102,Wassersportlehrer/in,Water Sports Instructor,84583,8,Health & Education,none,,HIGH,8.0,75.0,0.0,0.0,0.0,25.0,Human-Centric,none
81404-115,Weiterbildungsassistent/in (Arzt/Ärztin),Medical Residency Assistant,81404,8,Health & Education,none,,HIGH,10.0,70.0,20.0,0.0,0.0,10.0,Human-Centric,none
82223-101,Wellnessberater/in,Wellness Consultant,82223,8,Health & Education,none,,HIGH,5.0,60.0,20.0,20.0,0.0,0.0,Human-Centric,none
82223-102,Wellnessmanager/in,Wellness Manager,82223,8,Health & Education,none,,HIGH,5.0,60.0,20.0,20.0,0.0,0.0,Human-Centric,none
81182-100,Werkpfleger/-schwester,Ward Attendant,81182,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,5.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
83213-111,Wirtschafter/in - Hauswirtschaft,Household Manager,83213,8,Health & Education,none,,HIGH,12.0,91.7,0.0,8.3,0.0,0.0,Human-Centric,none
81614-110,Wirtschaftspsychologe/-psychologin,Business Psychologist,81614,8,Health & Education,none,,HIGH,13.0,15.4,69.2,0.0,0.0,15.4,AI-Assisted,none
84214-133,Wirtschaftspädagoge/-pädagogin,Business Education Specialist,84214,8,Health & Education,none,,HIGH,7.0,57.1,28.6,0.0,14.3,0.0,Human-Centric,none
84304-190,Wissenschaftliche/r Mitarbeiter/in (Hochschule),Research Associate (University),84304,8,Health & Education,none,,HIGH,15.0,66.7,26.7,6.7,0.0,0.0,Human-Centric,none
81352-100,Wochenpfleger/in,Maternity Care Nurse,81352,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,7.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81383-104,Wundmanager/in,Wound Care Manager,81383,8,Health & Education,none,,HIGH,8.0,87.5,12.5,0.0,0.0,0.0,Human-Centric,none
84553-108,Yogalehrer/in,Yoga Instructor,84553,8,Health & Education,none,,HIGH,7.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
81474-107,Zahnarzt/-ärztin,Dentist,81474,8,Health & Education,none,,HIGH,15.0,80.0,20.0,0.0,0.0,0.0,Human-Centric,none
81112-109,Zahnmedizinische/r Fachangestellte/r,Dental Assistant,81112,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81113-100,Zahnmedizinische/r Fachassistent/in,Dental Specialist Assistant,81113,8,Health & Education,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
81113-103,Zahnmedizinische/r Prophylaxeassistent/in,Dental Prophylaxis Assistant,81113,8,Health & Education,onet_technical_added,Registered Nurses,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
82542-101,Zahntechniker/in,Dental Technician,82542,8,Health & Education,none,,HIGH,12.0,83.3,8.3,0.0,0.0,8.3,Human-Centric,none
82542-102,Zahntechniker/in (Kieferorthopädie),Dental Technician (Orthodontics),82542,8,Health & Education,none,,HIGH,12.0,83.3,8.3,0.0,0.0,8.3,Human-Centric,none
82593-101,Zahntechnikermeister/in,Master Dental Technician,82593,8,Health & Education,none,,HIGH,8.0,75.0,25.0,0.0,0.0,0.0,Human-Centric,none
81212-105,Zytologieassistent/in,Cytology Assistant,81212,8,Health & Education,none,,HIGH,11.0,90.9,9.1,0.0,0.0,0.0,Human-Centric,none
81594-100,Ärztliche/r Direktor/in (Tierarzt/-ärztin),Medical Director (Veterinarian),81594,8,Health & Education,onet_tie_broken,DEFAULT,ADJUSTED_ONET,6.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
82284-113,Ökotrophologe/Ökotrophologin,Nutritional Scientist,82284,8,Health & Education,none,,HIGH,8.0,37.5,50.0,0.0,0.0,12.5,AI-Assisted,none
92133-100,Account-Manager/in,Account Manager,92133,9,Media & Arts,none,,HIGH,8.0,62.5,37.5,0.0,0.0,0.0,Human-Centric,none
91184-112,Afrikanist/in,Africanist,91184,9,Media & Arts,none,,HIGH,12.0,0.0,66.7,16.7,0.0,16.7,AI-Assisted,none
91144-115,Albanologe/Albanologin,Albanologist,91144,9,Media & Arts,onet_social_added,DEFAULT,ADJUSTED_ONET,5.0,20.0,80.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
91234-108,Altertumswissenschaftler/in,Ancient Studies Scholar,91234,9,Media & Arts,none,,HIGH,14.0,42.9,50.0,7.1,0.0,0.0,AI-Assisted,none
94283-108,Anfänger/in (Bühne/Film/Fernsehen),Beginner (Stage/Film/Television),94283,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
91124-105,Anglist/in / Amerikanist/in,English/American Studies Scholar,91124,9,Media & Arts,onet_social_added,DEFAULT,ADJUSTED_ONET,4.0,20.0,60.0,20.0,0.0,0.0,AI-Assisted,onet_soft_skill
94303-102,Animationskünstler/in,Animation Artist,94303,9,Media & Arts,none,,HIGH,7.0,71.4,0.0,14.3,0.0,14.3,Human-Centric,none
94622-100,Ankleider/in / Garderobier/e,Dresser/Wardrobe Assistant,94622,9,Media & Arts,none,,HIGH,7.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
91264-107,Anthropologe/Anthropologin,Anthropologist,91264,9,Media & Arts,none,,HIGH,11.0,45.5,45.5,9.1,0.0,0.0,Human-Centric,none
92382-101,Anzeigenverkäufer/in,Advertising Sales Representative,92382,9,Media & Arts,none,,HIGH,7.0,42.9,14.3,28.6,0.0,14.3,Human-Centric,none
91154-111,Arabist/in,Arabist,91154,9,Media & Arts,onet_social_added,DEFAULT,ADJUSTED_ONET,3.0,20.0,80.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
91384-102,Arbeitswissenschaftler/in,Work Scientist,91384,9,Media & Arts,none,,HIGH,7.0,28.6,57.1,14.3,0.0,0.0,AI-Assisted,none
91234-105,Archäologe/Archäologin,Archaeologist,91234,9,Media & Arts,none,,HIGH,14.0,42.9,50.0,7.1,0.0,0.0,AI-Assisted,none
94144-102,Arrangeur/in,Arranger,94144,9,Media & Arts,none,,HIGH,9.0,33.3,44.4,0.0,0.0,22.2,AI-Assisted,none
92383-100,Art-Buyer (Werbung),Art Buyer (Advertising),92383,9,Media & Arts,none,,HIGH,12.0,41.7,8.3,41.7,0.0,8.3,Human-Centric,none
94283-101,Artist/in,Artist,94283,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
92382-102,Assistent/in - Filmgeschäftsführung,Assistant - Film Business Management,92382,9,Media & Arts,none,,HIGH,7.0,42.9,14.3,28.6,0.0,14.3,Human-Centric,none
93212-100,Assistent/in - Innenarchitektur,Assistant - Interior Design,93212,9,Media & Arts,none,,HIGH,9.0,33.3,33.3,33.3,0.0,0.0,Human-Centric,none
92302-107,Assistent/in - Medientechnik,Assistant - Media Technology,92302,9,Media & Arts,none,,HIGH,7.0,28.6,28.6,28.6,14.3,0.0,Human-Centric,none
92203-110,Assistent/in - Pressestelle,Assistant - Press Office,92203,9,Media & Arts,none,,HIGH,11.0,54.5,36.4,9.1,0.0,0.0,Human-Centric,none
93102-100,Assistent/in - Produktdesign,Assistant - Product Design,93102,9,Media & Arts,none,,HIGH,9.0,33.3,33.3,33.3,0.0,0.0,Human-Centric,none
94512-105,Assistent/in - Veranstaltungstechnik,Assistant - Event Technology,94512,9,Media & Arts,none,,HIGH,10.0,90.0,0.0,0.0,10.0,0.0,Human-Centric,none
94383-103,Astrologe/Astrologin,Astrologer,94383,9,Media & Arts,none,,HIGH,7.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
94532-100,Audio- und Videotechniker/in - neue Medien,Audio and Video Technician - New Media,94532,9,Media & Arts,none,,HIGH,13.0,76.9,7.7,15.4,0.0,0.0,Human-Centric,none
94183-100,Audiodesigner/in - Musik,Audio Designer - Music,94183,9,Media & Arts,onet_tie_broken,DEFAULT,ADJUSTED_ONET,6.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
94493-100,Aufnahmeleiter/in - Film und Fernsehen,Production Manager - Film and Television,94493,9,Media & Arts,none,,HIGH,11.0,27.3,54.5,9.1,0.0,9.1,AI-Assisted,none
92414-103,Auslandskorrespondent/in,Foreign Correspondent,92414,9,Media & Arts,none,,HIGH,17.0,29.4,52.9,17.6,0.0,0.0,AI-Assisted,none
94614-107,Ausstatter/in,Set Decorator,94614,9,Media & Arts,none,,HIGH,14.0,71.4,14.3,0.0,0.0,14.3,Human-Centric,none
94612-105,Ausstattungs-Assistent/in,Set Decoration Assistant,94612,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
94693-101,Ausstattungsleiter/in - Bühne/Film/Fernsehen,Production Designer - Stage/Film/Television,94693,9,Media & Arts,none,,HIGH,10.0,60.0,30.0,10.0,0.0,0.0,Human-Centric,none
93222-104,Ausstellungsdesigner/in,Exhibition Designer,93222,9,Media & Arts,none,,HIGH,10.0,90.0,0.0,10.0,0.0,0.0,Human-Centric,none
92434-101,Autor/in / Schriftsteller/in,Author/Writer,92434,9,Media & Arts,none,,HIGH,10.0,30.0,70.0,0.0,0.0,0.0,AI-Assisted,none
94623-104,Außenrequisiteur/in,Location Props Manager,94623,9,Media & Arts,none,,HIGH,9.0,77.8,0.0,22.2,0.0,0.0,Human-Centric,none
94404-111,Ballett- und Tanzdramaturg/in,Ballet and Dance Dramaturg,94404,9,Media & Arts,none,,HIGH,12.0,33.3,50.0,0.0,0.0,16.7,AI-Assisted,none
94494-108,Ballettdirektor/in,Ballet Director,94494,9,Media & Arts,none,,HIGH,10.0,50.0,30.0,0.0,0.0,20.0,Human-Centric,none
94224-101,Ballettmeister/in,Ballet Master/Mistress,94224,9,Media & Arts,none,,HIGH,11.0,81.8,0.0,9.1,0.0,9.1,Human-Centric,none
94184-100,Ballettrepetitor/in,Ballet Repetiteur,94184,9,Media & Arts,none,,HIGH,8.0,87.5,0.0,0.0,0.0,12.5,Human-Centric,none
91144-116,Baltist/in,Balticist,91144,9,Media & Arts,onet_social_added,DEFAULT,ADJUSTED_ONET,5.0,20.0,80.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
94383-102,Bauchredner/in,Ventriloquist,94383,9,Media & Arts,none,,HIGH,7.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
94513-101,Beleuchter/in,Lighting Technician,94513,9,Media & Arts,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
94243-101,Berufssportler/in,Professional Athlete,94243,9,Media & Arts,none,,HIGH,8.0,75.0,0.0,0.0,0.0,25.0,Human-Centric,none
92113-134,Betriebswirt/in (Fachschule) - Absatz/Marketing,Business Administrator (Technical College) - Sales/Marketing,92113,9,Media & Arts,none,,HIGH,16.0,25.0,68.8,6.2,0.0,0.0,AI-Assisted,none
92123-105,Betriebswirt/in (Fachschule) - Callcentermanagement,Business Administrator (Technical College) - Call Center Management,92123,9,Media & Arts,none,,HIGH,7.0,57.1,28.6,14.3,0.0,0.0,Human-Centric,none
92113-133,Betriebswirt/in (Fachschule) - Marketingkommunikation,Business Administrator (Technical College) - Marketing Communication,92113,9,Media & Arts,none,,HIGH,16.0,25.0,68.8,6.2,0.0,0.0,AI-Assisted,none
92303-110,Betriebswirt/in (Fachschule) - Medien,Business Administrator (Technical College) - Media,92303,9,Media & Arts,onet_tie_broken,Management Analysts,ADJUSTED_ONET,8.0,50.0,37.5,12.5,0.0,0.0,Human-Centric,none
92114-106,Betriebswirt/in (Hochschule) - Dienstleistungsmanagement,Business Administrator (University) - Service Management,92114,9,Media & Arts,none,,HIGH,14.0,35.7,50.0,14.3,0.0,0.0,AI-Assisted,none
92114-107,Betriebswirt/in (Hochschule) - Marketing,Business Administrator (University) - Marketing,92114,9,Media & Arts,none,,HIGH,14.0,35.7,50.0,14.3,0.0,0.0,AI-Assisted,none
92114-108,"Betriebswirt/in (Hochschule) - Werbung, Marketingkommunik.","Business Administrator (University) - Advertising, Marketing Communication",92114,9,Media & Arts,none,,HIGH,14.0,35.7,50.0,14.3,0.0,0.0,AI-Assisted,none
93304-118,Bildende/r Künstler/in,Visual Artist,93304,9,Media & Arts,none,,HIGH,8.0,87.5,12.5,0.0,0.0,0.0,Human-Centric,none
93312-105,Bildhauer/in,Sculptor,93312,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,10.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
92413-112,Bildredakteur/in,Picture Editor,92413,9,Media & Arts,none,,HIGH,10.0,20.0,60.0,20.0,0.0,0.0,AI-Assisted,none
91334-101,Bildungsforscher/in,Education Researcher,91334,9,Media & Arts,none,,HIGH,13.0,53.8,46.2,0.0,0.0,0.0,Human-Centric,none
93612-101,Bogenmacher/in,Bow Maker,93612,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
93693-104,Bogenmachermeister/in,Master Bow Maker,93693,9,Media & Arts,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
92114-121,Brand-Manager/in,Brand Manager,92114,9,Media & Arts,none,,HIGH,14.0,35.7,50.0,14.3,0.0,0.0,AI-Assisted,none
92302-104,Buchhändler/in - Verlag,Bookseller - Publishing,92302,9,Media & Arts,none,,HIGH,7.0,28.6,28.6,28.6,14.3,0.0,Human-Centric,none
91174-104,Byzantinist/in,Byzantinist,91174,9,Media & Arts,none,,HIGH,7.0,14.3,85.7,0.0,0.0,0.0,AI-Assisted,none
94512-104,Bühnenarbeiter/in,Stage Worker,94512,9,Media & Arts,none,,HIGH,10.0,90.0,0.0,0.0,10.0,0.0,Human-Centric,none
94612-102,Bühnenbild-Assistent/in,Set Design Assistant,94612,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
94614-104,Bühnenbildner/in,Set Designer,94614,9,Media & Arts,none,,HIGH,14.0,71.4,14.3,0.0,0.0,14.3,Human-Centric,none
94614-120,Bühnenbildner/in mit technischen Mitarbeitern,Set Designer with Technical Staff,94614,9,Media & Arts,none,,HIGH,14.0,71.4,14.3,0.0,0.0,14.3,Human-Centric,none
94612-101,Bühnenmaler/in und Bühnenplastiker/in - Malerei,Stage Painter and Stage Sculptor - Painting,94612,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
94612-104,Bühnenmaler/in und Bühnenplastiker/in - Plastik,Stage Painter and Stage Sculptor - Sculpture,94612,9,Media & Arts,onet_technical_added,DEFAULT,ADJUSTED_ONET,12.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
94593-100,Bühnenmeister/in,Stage Manager,94593,9,Media & Arts,none,,HIGH,13.0,92.3,7.7,0.0,0.0,0.0,Human-Centric,none
94224-103,Bühnentänzer/in,Stage Dancer,94224,9,Media & Arts,none,,HIGH,11.0,81.8,0.0,9.1,0.0,9.1,Human-Centric,none
94383-112,Büttenredner/in,Carnival Speaker,94383,9,Media & Arts,none,,HIGH,7.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
92122-101,Callcenteragent/in,Call Center Agent,92122,9,Media & Arts,none,,HIGH,11.0,63.6,0.0,18.2,18.2,0.0,Human-Centric,none
92203-106,Campaigner/in,Campaigner,92203,9,Media & Arts,none,,HIGH,11.0,54.5,36.4,9.1,0.0,0.0,Human-Centric,none
94483-102,Casting-Direktor/in,Casting Director,94483,9,Media & Arts,none,,HIGH,10.0,80.0,10.0,10.0,0.0,0.0,Human-Centric,none
92114-100,Category-Manager/in,Category Manager,92114,9,Media & Arts,none,,HIGH,14.0,35.7,50.0,14.3,0.0,0.0,AI-Assisted,none
94493-109,Chefdisponent/in,Chief Dispatcher,94493,9,Media & Arts,none,,HIGH,11.0,27.3,54.5,9.1,0.0,9.1,AI-Assisted,none
94494-109,Chefdramaturg/in,Chief Dramaturg,94494,9,Media & Arts,none,,HIGH,10.0,50.0,30.0,0.0,0.0,20.0,Human-Centric,none
92494-100,Chefredakteur/in,Editor-in-Chief,92494,9,Media & Arts,none,,HIGH,14.0,42.9,50.0,7.1,0.0,0.0,AI-Assisted,none
94224-111,Choreograf/in,Choreographer,94224,9,Media & Arts,none,,HIGH,11.0,81.8,0.0,9.1,0.0,9.1,Human-Centric,none
94124-102,Chorsänger/in,Choir Singer,94124,9,Media & Arts,none,,HIGH,9.0,77.8,11.1,0.0,0.0,11.1,Human-Centric,none
94313-103,Clown/in,Clown,94313,9,Media & Arts,none,,HIGH,9.0,66.7,22.2,0.0,0.0,11.1,Human-Centric,none
93323-102,Comic-Zeichner/in,Comic Artist,93323,9,Media & Arts,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
92413-108,Community-Manager/in,Community Manager,92413,9,Media & Arts,none,,HIGH,10.0,20.0,60.0,20.0,0.0,0.0,AI-Assisted,none
