task_id,occupation,berufenet_id,occupation_de,sector,task_text,paraphrase_de,label_5cat,PHYS,TPS,SIR,SPEC,VERIF,STD
BN_5351,Research Associate,9272.0,Wissenschaftliche/r Mitarbeiter/in,other,Take on administrative tasks.,Verwaltungsaufgaben übernehmen.,ai_assisted,0,0,0,0,0,0
BN_5352,Research Associate,9272.0,Wissenschaftliche/r Mitarbeiter/in,other,Develop concepts for research projects.,Konzepte entwickeln.,ai_assisted,0,0,0,2,1,1
BN_5353,Research Associate,9272.0,Wissenschaftliche/r Mitarbeiter/in,other,Advise and train employees.,Mitarbeiterinnen und Mitarbeiter beraten und schulen.,human_led,0,0,1,1,1,1
BN_5354,Research Associate,9272.0,Wissenschaftliche/r Mitarbeiter/in,other,Support judges with legal research.,Richterinnen und Richter unterstützen.,ai_assisted,0,0,0,1,1,1
BN_5355,Research Associate,9272.0,Wissenschaftliche/r Mitarbeiter/in,other,Create reports on research outcomes.,Berichte erstellen.,automatable,0,0,0,3,3,3
BN_5356,Knowledge Manager,137122.0,Wissensmanager/in,other,promote the exchange of knowledge between employees to build a network.,"den Austausch von Wissen zwischen den Mitarbeitern fördern, um ein Netzwerk aufzubauen.",ai_assisted,0,0,0,1,1,1
BN_5357,Knowledge Manager,137122.0,Wissensmanager/in,other,develop a comprehensive knowledge strategy with management.,mit der Führung eine umfassende Wissensstrategie entwickeln.,ai_assisted,0,0,0,2,1,1
BN_5358,Knowledge Manager,137122.0,Wissensmanager/in,other,Observe workflows and identify information needs.,Arbeitsabläufe beobachten und den Informationsbedarf erkennen.,ai_assisted,0,0,0,1,1,1
BN_5359,Knowledge Manager,137122.0,Wissensmanager/in,other,"encourage employees to learn, expand, and share knowledge on their own.","Mitarbeiter ermutigen, Wissen selbst zu lernen, zu erweitern und zu teilen.",human_led,0,1,0,1,1,1
BN_5360,Knowledge Manager,137122.0,Wissensmanager/in,other,support the exchange of knowledge between departments and teams.,den Austausch von Wissen zwischen Abteilungen und Teams unterstützen.,human_led,0,0,1,1,1,1
BN_5361,Knowledge Manager,137122.0,Wissensmanager/in,other,Train employees in using knowledge management systems.,Mitarbeiter im Umgang mit Wissensmanagementsystemen schulen.,human_led,0,0,1,1,1,1
BN_5362,Knowledge Manager,137122.0,Wissensmanager/in,other,ensure the operation of the knowledge management system in the intranet.,den Betrieb des Wissensmanagementsystems im Intranet sicherstellen.,high_ai_potential,0,0,0,2,2,2
BN_5363,Knowledge Manager,137122.0,Wissensmanager/in,other,stay informed about new developments in knowledge management.,sich über neue Entwicklungen im Wissensmanagement informieren.,ai_assisted,0,0,0,1,1,1
BN_5364,Wound Manager,130953.0,Wundmanager/in,other,Create wound care concepts and discuss them with the doctors.,Wundversorgungskonzepte erstellen und mit den Ärzten besprechen.,human_led,0,1,1,2,1,1
BN_5365,Wound Manager,130953.0,Wundmanager/in,other,Select aids and use them for cleaning and dressing the wound.,Hilfsmittel auswählen und beim Reinigen und Verbinden der Wunde verwenden.,human_led,1,0,0,1,2,1
BN_5366,Wound Manager,130953.0,Wundmanager/in,other,Perform dressing changes and wound cleaning and monitor the healing process.,Verbandwechsel und Wundreinigung durchführen und den Heilungsverlauf kontrollieren.,human_led,1,0,0,2,2,2
BN_5367,Wound Manager,130953.0,Wundmanager/in,other,Prevent chronic wounds.,Vorbeugung von chronischen Wunden.,ai_assisted,0,0,0,1,1,1
BN_5368,Wound Manager,130953.0,Wundmanager/in,other,Support pain management and perform pain-free dressing changes.,Schmerzmanagement unterstützen und schmerzfreie Verbandwechsel durchführen.,human_led,1,1,1,2,2,2
BN_5369,Wound Manager,130953.0,Wundmanager/in,other,Create wound and treatment documentation.,Wund- und Behandlungsdokumentation erstellen.,automatable,0,0,0,3,3,3
BN_5370,Wound Manager,130953.0,Wundmanager/in,other,Regularly photograph the wound.,Die Wunde regelmäßig fotografieren.,human_led,1,0,0,3,3,3
BN_5371,Wound Manager,130953.0,Wundmanager/in,other,Create a wound documentation sheet with important information.,Einen Wunddokumentationsbogen mit wichtigen Informationen erstellen.,automatable,0,0,0,3,3,3
BN_5372,Wound Manager,130953.0,Wundmanager/in,other,Guide and advise patients and relatives on self-care.,Patienten und Angehörige zur Selbstpflege anleiten und beraten.,human_led,0,1,1,1,1,1
BN_5373,Dentist,58788.0,Zahnarzt/-ärztin,health,Make a diagnosis and predict the course of the disease.,Eine Diagnose stellen und den Krankheitsverlauf vorhersagen.,ai_assisted,0,0,0,1,1,1
BN_5374,Dentist,58788.0,Zahnarzt/-ärztin,health,Suggest alternative treatment methods and offer paid additional services.,Alternative Behandlungsmethoden vorschlagen und kostenpflichtige Zusatzleistungen anbieten.,human_led,0,1,1,1,1,0
BN_5375,Dentist,58788.0,Zahnarzt/-ärztin,health,"Advise patients on preventive measures, like the correct tooth brushing technique.","Patienten über Vorsorgemaßnahmen beraten, wie die richtige Zahnputztechnik.",human_led,0,1,1,2,1,1
BN_5376,Dentist,58788.0,Zahnarzt/-ärztin,health,"Carry out preventive measures, like removing tartar.","Prophylaxemaßnahmen durchführen, wie das Entfernen von Zahnstein.",human_led,1,0,0,2,2,2
BN_5377,Dentist,58788.0,Zahnarzt/-ärztin,health,"Issue prescriptions, certificates, and referrals, as well as create medical reports and expert opinions.","Rezepte, Atteste und Überweisungen ausstellen sowie Arztberichte und Gutachten erstellen.",human_led,1,0,0,2,2,2
BN_5378,Dentist,58788.0,Zahnarzt/-ärztin,health,"Participate in medical management, such as budget planning and patient administration.","Im Medizinmanagement mitarbeiten, wie bei der Budgetplanung und Patientenverwaltung.",ai_assisted,0,0,0,2,1,2
BN_5379,Dentist,58788.0,Zahnarzt/-ärztin,health,Organize and conduct the training and education of medical trainees.,Die Aus- und Weiterbildung von medizinischem Nachwuchs organisieren und durchführen.,human_led,0,0,1,2,1,2
BN_5380,Dentist,58788.0,Zahnarzt/-ärztin,health,Carry out quality assurance and quality management.,Die Qualitätssicherung und das Qualitätsmanagement durchführen.,high_ai_potential,0,0,0,2,2,2
BN_5381,Dentist,58788.0,Zahnarzt/-ärztin,health,Document findings and treatments.,Befunde und Behandlungen dokumentieren.,automatable,0,0,0,3,3,3
BN_5382,Magician,8605.0,Zauberer/Zauberin,other,Perform magic shows at events.,Zaubershows auf Veranstaltungen durchführen.,human_led,1,0,0,1,1,1
BN_5383,Magician,8605.0,Zauberer/Zauberin,other,"Demonstrate tricks with cards, scarves, flowers, and dice.","Tricks mit Karten, Tüchern, Blumen und Würfeln vorführen.",human_led,1,0,0,1,1,1
BN_5384,Magician,8605.0,Zauberer/Zauberin,other,"Include and make objects, people, and animals disappear in the show.","Gegenstände, Menschen und Tiere in die Show einbeziehen und verschwinden lassen.",human_led,1,0,0,1,0,0
BN_5385,Magician,8605.0,Zauberer/Zauberin,other,"Create illusions with technology, light, and sound.","Illusionen mit Technik, Licht und Ton erzeugen.",human_led,1,0,0,1,1,1
BN_5386,Magician,8605.0,Zauberer/Zauberin,other,Involve the audience to make tricks more lively.,"Das Publikum einbeziehen, um Tricks lebendiger zu machen.",human_led,1,1,1,1,1,0
BN_5387,Magician,8605.0,Zauberer/Zauberin,other,Hypnotize spectators during stage performances.,Zuschauer hypnotisieren.,human_led,1,1,1,1,1,1
BN_5388,Magician,8605.0,Zauberer/Zauberin,other,Incorporate comedy into the magic shows.,Comedy in die Zaubershows einbauen.,human_led,0,1,1,1,1,0
BN_5389,Magician,8605.0,Zauberer/Zauberin,other,Develop and practice new tricks and program items.,Neue Tricks und Programmpunkte entwickeln und üben.,human_led,1,0,0,1,1,0
BN_5390,Magician,8605.0,Zauberer/Zauberin,other,Lighten up events as a host with magic tricks.,Veranstaltungen als Moderator mit Zaubertricks auflockern.,human_led,1,0,0,1,1,1
BN_5391,Magician,8605.0,Zauberer/Zauberin,other,Take on organizational tasks.,Organisatorische Aufgaben übernehmen.,ai_assisted,0,0,0,0,0,0
BN_5392,Magician,8605.0,Zauberer/Zauberin,other,Negotiate with artist agencies.,Mit Künstleragenturen verhandeln.,human_led,0,1,1,1,1,1
BN_5393,Magician,8605.0,Zauberer/Zauberin,other,Coordinate dates and program items with organizers.,Mit Veranstaltern Termine und Programmpunkte absprechen.,human_led,0,0,1,1,1,1
BN_5394,Magician,8605.0,Zauberer/Zauberin,other,Negotiate fees for show bookings.,Gagen verhandeln.,human_led,0,1,1,1,1,0
GEN_0001,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Verify inventory against stock records.,Lagerbestände mit Bestandsaufzeichnungen abgleichen.,automatable,0,0,0,3,3,3
GEN_0002,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Trace transactions through accounting systems.,Transaktionen in Buchführungssystemen nachverfolgen.,high_ai_potential,0,0,0,2,2,2
GEN_0003,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Assess internal control effectiveness for financial reporting.,Wirksamkeit interner Kontrollen für die Finanzberichterstattung bewerten.,high_ai_potential,0,0,0,2,2,2
GEN_0004,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Review tax compliance and filings.,Steuerliche Einhaltung und Meldungen prüfen.,sensitive,0,0,0,2,2,2
GEN_0005,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Compare budgets against actual spending.,Budgets mit tatsächlichen Ausgaben vergleichen.,high_ai_potential,0,0,0,2,3,2
GEN_0006,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Evaluate depreciation schedules and valuations.,Abschreibungspläne und Bewertungen überprüfen.,high_ai_potential,0,0,0,2,2,2
GEN_0007,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Follow up on corrective actions.,Korrekturmaßnahmen nachverfolgen.,ai_assisted,0,0,0,1,2,1
GEN_0008,Account Auditor,7683.0,Rechnungsprüfer/in,finance,Present findings to management.,Ergebnisse der Geschäftsführung vorstellen.,human_led,0,0,1,1,1,1
GEN_0009,Game Programmer,130066.0,Game Programmer,tech,Build physics systems for object interactions.,Physiksysteme für Objektinteraktionen entwickeln.,high_ai_potential,0,0,0,2,2,2
GEN_0010,Game Programmer,130066.0,Game Programmer,tech,Optimize rendering for target frame rates.,Rendering für Ziel-Bildraten optimieren.,high_ai_potential,0,0,0,2,2,2
GEN_0011,Game Programmer,130066.0,Game Programmer,tech,Write network code for multiplayer sync.,Netzwerkcode für Multiplayer-Synchronisation schreiben.,high_ai_potential,0,0,0,2,2,2
GEN_0012,Game Programmer,130066.0,Game Programmer,tech,Create animation state machines for characters.,Animations-Zustandsautomaten für Spielfiguren erstellen.,high_ai_potential,0,0,0,2,2,2
GEN_0013,Game Programmer,130066.0,Game Programmer,tech,Integrate audio with game events.,Audio mit Spielereignissen verknüpfen.,high_ai_potential,0,0,0,2,2,2
GEN_0014,Game Programmer,130066.0,Game Programmer,tech,Write automated test scripts for bugs.,Automatisierte Testskripte für Fehlersuche schreiben.,automatable,0,0,0,3,3,3
GEN_0015,Game Programmer,130066.0,Game Programmer,tech,Find and fix memory leaks.,Speicherlecks finden und beheben.,high_ai_potential,0,0,0,2,2,2
GEN_0016,Game Programmer,130066.0,Game Programmer,tech,Document code architecture for the team.,Code-Architektur für das Team dokumentieren.,automatable,0,0,0,3,2,3
GEN_0017,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Write and test smart contracts.,Smart Contracts schreiben und testen.,high_ai_potential,0,0,0,2,2,2
GEN_0018,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Set up blockchain test environments.,Blockchain-Testumgebungen einrichten.,high_ai_potential,0,0,0,2,2,2
GEN_0019,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Check code for security problems.,Code auf Sicherheitsprobleme prüfen.,high_ai_potential,0,0,0,3,2,2
GEN_0020,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Connect blockchain to existing systems.,Blockchain an bestehende Systeme anbinden.,high_ai_potential,0,0,0,2,2,2
GEN_0021,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Maintain and update node software.,Node-Software pflegen und aktualisieren.,high_ai_potential,0,0,0,2,2,2
GEN_0022,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Write technical API documentation.,Technische API-Dokumentation erstellen.,high_ai_potential,0,0,0,3,2,2
GEN_0023,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Test new consensus methods in blockchain networks.,Neue Konsensmethoden in Blockchain-Netzwerken testen.,high_ai_potential,0,0,0,2,2,2
GEN_0024,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Monitor network performance and uptime.,Netzwerkleistung und Verfügbarkeit überwachen.,high_ai_potential,0,0,0,2,3,2
GEN_0025,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Build wallet integration features for blockchain applications.,Wallet-Integrationsfunktionen für Blockchain-Anwendungen entwickeln.,high_ai_potential,0,0,0,2,2,2
GEN_0026,Blockchain Developer,132513.0,Blockchain-Entwickler/in,tech,Discuss requirements with product teams.,Anforderungen mit Produktteams besprechen.,human_led,0,0,1,1,1,1
GEN_0027,Rating Analyst,27779.0,Rating-Analyst/in,finance,Analyze financial statements of rated companies.,Jahresabschlüsse bewerteter Unternehmen analysieren.,sensitive,0,0,0,2,2,2
GEN_0028,Rating Analyst,27779.0,Rating-Analyst/in,finance,Model default probabilities with quantitative tools.,Ausfallwahrscheinlichkeiten mit quantitativen Modellen berechnen.,high_ai_potential,0,0,0,2,2,2
GEN_0029,Rating Analyst,27779.0,Rating-Analyst/in,finance,Conduct management meetings to assess governance.,Managementgespräche zur Bewertung der Unternehmensführung führen.,human_led,0,0,1,1,1,1
GEN_0030,Rating Analyst,27779.0,Rating-Analyst/in,finance,Monitor economic indicators affecting credit quality.,Wirtschaftsindikatoren mit Einfluss auf die Kreditqualität beobachten.,high_ai_potential,0,0,0,2,3,2
GEN_0031,Rating Analyst,27779.0,Rating-Analyst/in,finance,Prepare presentations for rating committees.,Präsentationen für Ratingkomitees vorbereiten.,ai_assisted,0,0,0,2,1,1
GEN_0032,Rating Analyst,27779.0,Rating-Analyst/in,finance,Update rating models with new data.,Ratingmodelle mit neuen Daten aktualisieren.,high_ai_potential,0,0,0,2,2,2
GEN_0033,Rating Analyst,27779.0,Rating-Analyst/in,finance,Track covenant compliance in the portfolio.,Covenant-Einhaltung im Portfolio überwachen.,sensitive,0,0,0,2,3,2
GEN_0034,Rating Analyst,27779.0,Rating-Analyst/in,finance,Write surveillance reports on credit changes.,Überwachungsberichte zu Kreditveränderungen erstellen.,automatable,0,0,0,3,2,3
GEN_0035,Rating Analyst,27779.0,Rating-Analyst/in,finance,Compare company performance with peer groups.,Unternehmensleistung mit Vergleichsgruppen abgleichen.,high_ai_potential,0,0,0,2,2,2
GEN_0036,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Analyze content performance metrics and adjust editorial priorities.,Content-Leistungskennzahlen analysieren und redaktionelle Prioritäten anpassen.,ai_assisted,0,0,0,1,2,1
GEN_0037,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Create SEO-optimized content briefs for writers and designers.,SEO-optimierte Content-Briefings für Texter und Designer erstellen.,high_ai_potential,0,0,0,2,2,2
GEN_0038,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,"Manage the editorial calendar across blogs, email, and social channels.","Redaktionskalender über Blogs, E-Mail und Social-Media-Kanäle verwalten.",high_ai_potential,0,0,0,2,2,2
GEN_0039,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,"Commission and review freelance articles, videos, and infographics.","Freiberufliche Artikel, Videos und Infografiken beauftragen und prüfen.",high_ai_potential,0,0,0,2,2,2
GEN_0040,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,"Set up A/B tests for headlines, formats, and distribution channels.","A/B-Tests für Überschriften, Formate und Vertriebskanäle einrichten.",high_ai_potential,0,0,0,2,2,2
GEN_0041,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Track lead generation and conversion attribution from content assets.,Leadgenerierung und Conversion-Attribution aus Content-Assets nachverfolgen.,high_ai_potential,0,0,0,2,3,2
GEN_0042,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Coordinate content localization for international target markets.,Content-Lokalisierung für internationale Zielmärkte koordinieren.,human_led,0,0,1,1,1,1
GEN_0043,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Define brand voice guidelines and ensure consistency across channels.,Markensprache-Richtlinien definieren und Konsistenz über Kanäle sicherstellen.,ai_assisted,0,0,0,2,1,1
GEN_0044,Content Marketing Manager,142138.0,Content-Marketing-Manager/in,marketing,Report content ROI metrics to marketing leadership monthly.,Content-ROI-Kennzahlen monatlich an die Marketingleitung berichten.,automatable,0,0,0,3,3,3
GEN_0045,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Write user manuals for software products.,Benutzerhandbücher für Softwareprodukte schreiben.,automatable,0,0,0,3,2,3
GEN_0046,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Create API reference documentation for developer use.,API-Referenzdokumentation für Entwickler erstellen.,automatable,0,0,0,3,2,3
GEN_0047,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Maintain troubleshooting guides and FAQs.,Fehlerbehebungsanleitungen und FAQs pflegen.,automatable,0,0,0,3,3,3
GEN_0048,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Edit drafts from development teams.,Entwürfe von Entwicklungsteams bearbeiten.,high_ai_potential,0,0,0,2,2,2
GEN_0049,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Plan the structure of documentation sites.,Struktur von Dokumentationsseiten planen.,ai_assisted,0,0,0,2,1,2
GEN_0050,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Test documentation usability with end users.,Dokumentationsnutzbarkeit mit Endnutzern testen.,ai_assisted,0,0,0,1,1,1
GEN_0051,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Write release notes for updates.,Release-Notes für Updates schreiben.,automatable,0,0,0,3,2,3
GEN_0052,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Create onboarding guides for developers.,Onboarding-Anleitungen für Entwickler erstellen.,high_ai_potential,0,0,0,2,2,2
GEN_0053,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Define terminology standards across publications.,Terminologiestandards für alle Veröffentlichungen festlegen.,ai_assisted,0,0,0,2,1,1
GEN_0054,Technical Writer,58779.0,Technische/r Redakteur/in,tech,Coordinate with designers on help content.,Mit Designern bei Hilfeinhalten abstimmen.,human_led,0,0,1,1,1,1
GEN_0055,E-Government Consultant,135536.0,E-Government-Consultant,other,Analyze government processes for digitalisation potential in public services.,Verwaltungsprozesse auf Digitalisierungspotenzial im öffentlichen Dienst analysieren.,ai_assisted,0,0,0,1,2,1
GEN_0056,E-Government Consultant,135536.0,E-Government-Consultant,other,Design service concepts for public portals.,Servicekonzepte für öffentliche Portale entwerfen.,ai_assisted,0,0,0,2,1,1
GEN_0057,E-Government Consultant,135536.0,E-Government-Consultant,other,Collect requirements from municipal departments.,Anforderungen von kommunalen Abteilungen erfassen.,ai_assisted,0,0,0,1,1,1
GEN_0058,E-Government Consultant,135536.0,E-Government-Consultant,other,Plan migration from paper to digital administrative processes.,Migration von Papier- zu digitalen Verwaltungsprozessen planen.,ai_assisted,0,0,0,2,1,2
GEN_0059,E-Government Consultant,135536.0,E-Government-Consultant,other,Check solutions against public sector regulations.,Lösungen auf Einhaltung öffentlicher Vorschriften prüfen.,high_ai_potential,0,0,0,2,2,2
GEN_0060,E-Government Consultant,135536.0,E-Government-Consultant,other,Test e-government applications with end users.,E-Government-Anwendungen mit Endnutzern testen.,human_led,0,0,1,1,2,1
GEN_0061,E-Government Consultant,135536.0,E-Government-Consultant,other,Develop change strategies for digital adoption.,Veränderungsstrategien für die digitale Umstellung entwickeln.,ai_assisted,0,0,0,2,1,1
GEN_0062,E-Government Consultant,135536.0,E-Government-Consultant,other,Document security requirements for government systems.,Sicherheitsanforderungen für Behördensysteme dokumentieren.,automatable,0,0,0,3,2,3
GEN_0063,E-Government Consultant,135536.0,E-Government-Consultant,other,Monitor project progress against milestones.,Projektfortschritt anhand von Meilensteinen überwachen.,high_ai_potential,0,0,0,2,3,2
GEN_0064,E-Government Consultant,135536.0,E-Government-Consultant,other,Present results and recommendations to authorities.,Ergebnisse und Empfehlungen den Behörden vorstellen.,human_led,0,0,1,1,1,1
GEN_0065,Streaming Engineer,137358.0,Streaming Engineer,other,Design encoding pipelines for live content.,Encoding-Pipelines für Live-Inhalte entwerfen.,ai_assisted,0,0,0,2,2,1
GEN_0066,Streaming Engineer,137358.0,Streaming Engineer,other,Configure content delivery networks globally.,Content-Delivery-Netzwerke weltweit konfigurieren.,high_ai_potential,0,0,0,2,2,2
GEN_0067,Streaming Engineer,137358.0,Streaming Engineer,other,Set up adaptive bitrate streaming.,Adaptives Bitraten-Streaming einrichten.,high_ai_potential,0,0,0,2,2,2
GEN_0068,Streaming Engineer,137358.0,Streaming Engineer,other,Build alerts for stream quality problems.,Alarme für Streaming-Qualitätsprobleme einrichten.,high_ai_potential,0,0,0,2,2,2
GEN_0069,Streaming Engineer,137358.0,Streaming Engineer,other,Integrate rights management into streaming systems.,Rechteverwaltung in Streaming-Systeme integrieren.,high_ai_potential,0,0,0,2,2,2
GEN_0070,Streaming Engineer,137358.0,Streaming Engineer,other,Optimize video transcoding for target devices.,Video-Transkodierung für Zielgeräte optimieren.,high_ai_potential,0,0,0,2,2,2
GEN_0071,Streaming Engineer,137358.0,Streaming Engineer,other,Document infrastructure and failover procedures.,Infrastruktur und Failover-Verfahren dokumentieren.,automatable,0,0,0,3,2,3
GEN_0072,Streaming Engineer,137358.0,Streaming Engineer,other,Plan capacity for peak viewership events.,Kapazitäten für Spitzenlast-Events planen.,ai_assisted,0,0,0,2,1,2
GEN_0073,Streaming Engineer,137358.0,Streaming Engineer,other,Evaluate new codecs for better compression.,Neue Codecs auf bessere Kompression bewerten.,ai_assisted,0,0,0,2,2,1
GEN_0074,Psychologist,58770.0,Psychologe/Psychologin,health,Conduct standardized assessments and diagnostic tests.,Standardisierte Testverfahren und diagnostische Tests durchführen.,sensitive,0,0,0,2,2,2
GEN_0075,Psychologist,58770.0,Psychologe/Psychologin,health,Design and run group therapy programs.,Gruppentherapieprogramme konzipieren und durchführen.,human_led,0,1,1,2,1,1
GEN_0076,Psychologist,58770.0,Psychologe/Psychologin,health,Develop workplace stress prevention programs.,Programme zur Stressprävention am Arbeitsplatz entwickeln.,ai_assisted,0,0,0,2,1,1
GEN_0077,Psychologist,58770.0,Psychologe/Psychologin,health,Evaluate intervention results with measurement tools.,Interventionsergebnisse mit Messinstrumenten auswerten.,high_ai_potential,0,0,0,2,2,2
GEN_0078,Psychologist,58770.0,Psychologe/Psychologin,health,Supervise junior psychologists in clinical practice.,Nachwuchspsychologen in der klinischen Praxis anleiten.,human_led,0,0,1,0,0,1
GEN_0079,Psychologist,58770.0,Psychologe/Psychologin,health,Advise schools on behavioral interventions.,Schulen zu Verhaltensinterventionen beraten.,human_led,0,1,1,1,1,1
GEN_0080,Psychologist,58770.0,Psychologe/Psychologin,health,Facilitate conflict resolution between team members.,Konfliktlösung zwischen Teammitgliedern moderieren.,human_led,0,1,1,1,1,1
GEN_0081,Psychologist,58770.0,Psychologe/Psychologin,health,Review research to update treatment approaches.,Forschungsliteratur zur Aktualisierung von Behandlungsansätzen sichten.,ai_assisted,0,0,0,2,1,1
GEN_0082,Nurse,34931.0,Study-Nurse,health,Check vital signs and record changes.,Vitalzeichen kontrollieren und Veränderungen dokumentieren.,human_led,1,0,0,3,3,3
GEN_0083,Nurse,34931.0,Study-Nurse,health,Give medications and watch for side effects.,Medikamente verabreichen und auf Nebenwirkungen achten.,human_led,1,0,0,1,2,1
GEN_0084,Nurse,34931.0,Study-Nurse,health,Prepare patients for examinations and procedures.,Patienten auf Untersuchungen und Eingriffe vorbereiten.,human_led,1,0,0,1,2,2
GEN_0085,Nurse,34931.0,Study-Nurse,health,Coordinate care plans with doctors and teams.,Pflegepläne mit Ärzten und Teams abstimmen.,human_led,0,0,1,1,1,1
GEN_0086,Nurse,34931.0,Study-Nurse,health,Explain discharge care to patients and families.,Patienten und Angehörigen die Nachsorge erklären.,human_led,0,1,1,1,1,1
GEN_0087,Nurse,34931.0,Study-Nurse,health,Change wound dressings and check healing.,Wundverbände wechseln und Heilungsverlauf kontrollieren.,human_led,1,0,0,2,2,2
GEN_0088,Nurse,34931.0,Study-Nurse,health,Set up and manage infusion therapy.,Infusionstherapie einrichten und überwachen.,human_led,1,0,0,2,2,2
GEN_0089,Nurse,34931.0,Study-Nurse,health,Document assessments and treatments in patient files.,Befunde und Behandlungen in Patientenakten dokumentieren.,automatable,0,0,0,3,3,3
GEN_0090,Nurse,34931.0,Study-Nurse,health,Act in emergencies and start resuscitation.,In Notfällen handeln und Reanimation einleiten.,human_led,1,0,1,1,2,1
GEN_0091,Nurse,34931.0,Study-Nurse,health,Guide nursing students during clinical training.,Pflegeschüler während der klinischen Ausbildung anleiten.,human_led,0,1,1,1,1,1
GEN_0092,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Set measurable sustainability goals aligned with corporate strategy.,Messbare Nachhaltigkeitsziele im Einklang mit der Unternehmensstrategie festlegen.,ai_assisted,0,0,0,2,1,1
GEN_0093,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Coordinate carbon footprint analyses across business units.,CO2-Fußabdruck-Analysen über Geschäftsbereiche hinweg koordinieren.,human_led,0,0,1,2,2,2
GEN_0094,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Write sustainability reports for regulators and investors.,Nachhaltigkeitsberichte für Aufsichtsbehörden und Investoren erstellen.,high_ai_potential,0,0,0,2,2,2
GEN_0095,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Check compliance with environmental regulations and standards.,Einhaltung von Umweltvorschriften und Standards prüfen.,sensitive,0,0,0,3,2,3
GEN_0096,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Evaluate suppliers against sustainability criteria and certifications.,Lieferanten anhand von Nachhaltigkeitskriterien und Zertifizierungen bewerten.,high_ai_potential,0,0,0,2,2,2
GEN_0097,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Organize employee programs for saving resources.,Mitarbeiterprogramme zur Ressourceneinsparung organisieren.,ai_assisted,0,0,0,2,1,2
GEN_0098,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Analyze lifecycle impacts of products and packaging.,Lebenszyklusauswirkungen von Produkten und Verpackungen analysieren.,ai_assisted,0,0,0,1,2,1
GEN_0099,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Negotiate with certification bodies for sustainability labels.,Mit Zertifizierungsstellen über Nachhaltigkeitslabel verhandeln.,human_led,0,1,1,1,1,1
GEN_0100,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Track ESG key figures quarterly.,ESG-Kennzahlen vierteljährlich erfassen.,high_ai_potential,0,0,0,2,3,2
GEN_0101,Sustainability Manager,134373.0,Nachhaltigkeitsmanager/in,other,Compare sustainability performance with industry peers.,Nachhaltigkeitsleistung mit Branchenkollegen vergleichen.,ai_assisted,0,0,0,1,2,1
GEN_0102,Compliance Manager,89949.0,Compliance-Manager/in,law,Conduct internal audits on compliance-relevant business processes.,Interne Audits zu compliance-relevanten Geschäftsprozessen durchführen.,sensitive,0,0,0,2,2,2
GEN_0103,Compliance Manager,89949.0,Compliance-Manager/in,law,Write and update compliance policies.,Compliance-Richtlinien erstellen und aktualisieren.,ai_assisted,0,0,0,2,1,1
GEN_0104,Compliance Manager,89949.0,Compliance-Manager/in,law,Investigate reported compliance incidents.,Gemeldete Compliance-Vorfälle untersuchen.,ai_assisted,0,0,0,1,1,1
